prefix,lat,lon,dxcc,iso3,name 
EN1I,48.0,37.83,288,UKR,Ukraine
EN1K,50.65,26.17,288,UKR,Ukraine
EN1L,50.37,36.25,288,UKR,Ukraine
EN1M,48.58,39.33,288,UKR,Ukraine
EN1N,49.18,28.5,288,UKR,Ukraine
EN1P,50.65,24.15,288,UKR,Ukraine
EN1R,51.5,31.3,288,UKR,Ukraine
EN1S,48.67,26.6,288,UKR,Ukraine
EN1T,49.42,26.98,288,UKR,Ukraine
EN1U,50.42,30.5,288,UKR,Ukraine
EN1V,48.52,32.25,288,UKR,Ukraine
EN1W,49.83,24.0,288,UKR,Ukraine
EN1X,50.3,28.67,288,UKR,Ukraine
EN1Y,48.32,25.87,288,UKR,Ukraine
EN1Z,46.95,32.0,288,UKR,Ukraine
EN2A,51.42,33.55,288,UKR,Ukraine
EN2B,49.58,25.65,288,UKR,Ukraine
EN2C,49.45,32.07,288,UKR,Ukraine
EN2D,47.83,35.17,288,UKR,Ukraine
EN2E,48.48,35.0,288,UKR,Ukraine
EN2F,46.5,30.75,288,UKR,Ukraine
EN2G,46.65,32.63,288,UKR,Ukraine
EN2H,49.58,34.58,288,UKR,Ukraine
EN2I,48.0,37.83,288,UKR,Ukraine
EN2K,50.65,26.17,288,UKR,Ukraine
EN2L,50.37,36.25,288,UKR,Ukraine
EN2M,48.58,39.33,288,UKR,Ukraine
EN2N,49.18,28.5,288,UKR,Ukraine
EN2P,50.65,24.15,288,UKR,Ukraine
EN2R,51.5,31.3,288,UKR,Ukraine
EN2S,48.67,26.6,288,UKR,Ukraine
EN2T,49.42,26.98,288,UKR,Ukraine
EN2U,50.42,30.5,288,UKR,Ukraine
EN2V,48.52,32.25,288,UKR,Ukraine
EN2W,49.83,24.0,288,UKR,Ukraine
EN2X,50.3,28.67,288,UKR,Ukraine
EN2Y,48.32,25.87,288,UKR,Ukraine
EN2Z,46.95,32.0,288,UKR,Ukraine
EN3A,51.42,33.55,288,UKR,Ukraine
EN3B,49.58,25.65,288,UKR,Ukraine
EN3C,49.45,32.07,288,UKR,Ukraine
EN3D,47.83,35.17,288,UKR,Ukraine
EN3E,48.48,35.0,288,UKR,Ukraine
EN3F,46.5,30.75,288,UKR,Ukraine
EN3G,46.65,32.63,288,UKR,Ukraine
EN3H,49.58,34.58,288,UKR,Ukraine
EN3I,48.0,37.83,288,UKR,Ukraine
EN3K,50.65,26.17,288,UKR,Ukraine
EN3L,50.37,36.25,288,UKR,Ukraine
EN3M,48.58,39.33,288,UKR,Ukraine
EN3N,49.18,28.5,288,UKR,Ukraine
EN3P,50.65,24.15,288,UKR,Ukraine
EN3R,51.5,31.3,288,UKR,Ukraine
EN3S,48.67,26.6,288,UKR,Ukraine
EN3T,49.42,26.98,288,UKR,Ukraine
EN3U,50.42,30.5,288,UKR,Ukraine
EN3V,48.52,32.25,288,UKR,Ukraine
EN3W,49.83,24.0,288,UKR,Ukraine
EN3X,50.3,28.67,288,UKR,Ukraine
EN3Y,48.32,25.87,288,UKR,Ukraine
EN3Z,46.95,32.0,288,UKR,Ukraine
EN4A,51.42,33.55,288,UKR,Ukraine
EN4B,49.58,25.65,288,UKR,Ukraine
EN4C,49.45,32.07,288,UKR,Ukraine
EN4D,47.83,35.17,288,UKR,Ukraine
EN4E,48.48,35.0,288,UKR,Ukraine
EN4F,46.5,30.75,288,UKR,Ukraine
EN4G,46.65,32.63,288,UKR,Ukraine
EN4H,49.58,34.58,288,UKR,Ukraine
EN4I,48.0,37.83,288,UKR,Ukraine
EN4K,50.65,26.17,288,UKR,Ukraine
EN4L,50.37,36.25,288,UKR,Ukraine
EN4M,48.58,39.33,288,UKR,Ukraine
EN4N,49.18,28.5,288,UKR,Ukraine
EN4P,50.65,24.15,288,UKR,Ukraine
EN4R,51.5,31.3,288,UKR,Ukraine
EN4S,48.67,26.6,288,UKR,Ukraine
EN4T,49.42,26.98,288,UKR,Ukraine
EN4U,50.42,30.5,288,UKR,Ukraine
EN4V,48.52,32.25,288,UKR,Ukraine
EN4W,49.83,24.0,288,UKR,Ukraine
EN4X,50.3,28.67,288,UKR,Ukraine
EN4Y,48.32,25.87,288,UKR,Ukraine
EN4Z,46.95,32.0,288,UKR,Ukraine
EN5A,51.42,33.55,288,UKR,Ukraine
EN5B,49.58,25.65,288,UKR,Ukraine
EN5C,49.45,32.07,288,UKR,Ukraine
EN5D,47.83,35.17,288,UKR,Ukraine
EN5E,48.48,35.0,288,UKR,Ukraine
EN5F,46.5,30.75,288,UKR,Ukraine
EN5G,46.65,32.63,288,UKR,Ukraine
EN5H,49.58,34.58,288,UKR,Ukraine
EN5I,48.0,37.83,288,UKR,Ukraine
EN5K,50.65,26.17,288,UKR,Ukraine
EN5L,50.37,36.25,288,UKR,Ukraine
EN5M,48.58,39.33,288,UKR,Ukraine
EN5N,49.18,28.5,288,UKR,Ukraine
EN5P,50.65,24.15,288,UKR,Ukraine
EN5R,51.5,31.3,288,UKR,Ukraine
EN5S,48.67,26.6,288,UKR,Ukraine
EN5T,49.42,26.98,288,UKR,Ukraine
EN5U,50.42,30.5,288,UKR,Ukraine
EN5V,48.52,32.25,288,UKR,Ukraine
EN5W,49.83,24.0,288,UKR,Ukraine
EN5X,50.3,28.67,288,UKR,Ukraine
EN5Y,48.32,25.87,288,UKR,Ukraine
EN5Z,46.95,32.0,288,UKR,Ukraine
EN6A,51.42,33.55,288,UKR,Ukraine
EN6B,49.58,25.65,288,UKR,Ukraine
EN6C,49.45,32.07,288,UKR,Ukraine
EN6D,47.83,35.17,288,UKR,Ukraine
EN6E,48.48,35.0,288,UKR,Ukraine
EN6F,46.5,30.75,288,UKR,Ukraine
EN6G,46.65,32.63,288,UKR,Ukraine
EN6H,49.58,34.58,288,UKR,Ukraine
EN6I,48.0,37.83,288,UKR,Ukraine
EN6K,50.65,26.17,288,UKR,Ukraine
EN6L,50.37,36.25,288,UKR,Ukraine
EN6M,48.58,39.33,288,UKR,Ukraine
EN6N,49.18,28.5,288,UKR,Ukraine
EN6P,50.65,24.15,288,UKR,Ukraine
EN6R,51.5,31.3,288,UKR,Ukraine
EN6S,48.67,26.6,288,UKR,Ukraine
EN6T,49.42,26.98,288,UKR,Ukraine
EN6U,50.42,30.5,288,UKR,Ukraine
EN6V,48.52,32.25,288,UKR,Ukraine
EN6W,49.83,24.0,288,UKR,Ukraine
EN6X,50.3,28.67,288,UKR,Ukraine
EN6Y,48.32,25.87,288,UKR,Ukraine
EN6Z,46.95,32.0,288,UKR,Ukraine
EN7A,51.42,33.55,288,UKR,Ukraine
EN7B,49.58,25.65,288,UKR,Ukraine
EN7C,49.45,32.07,288,UKR,Ukraine
EN7D,47.83,35.17,288,UKR,Ukraine
EN7E,48.48,35.0,288,UKR,Ukraine
EN7F,46.5,30.75,288,UKR,Ukraine
EN7G,46.65,32.63,288,UKR,Ukraine
EN7H,49.58,34.58,288,UKR,Ukraine
EN7I,48.0,37.83,288,UKR,Ukraine
EN7K,50.65,26.17,288,UKR,Ukraine
EN7L,50.37,36.25,288,UKR,Ukraine
EN7M,48.58,39.33,288,UKR,Ukraine
EN7N,49.18,28.5,288,UKR,Ukraine
EN7P,50.65,24.15,288,UKR,Ukraine
EN7R,51.5,31.3,288,UKR,Ukraine
EN7S,48.67,26.6,288,UKR,Ukraine
EN7T,49.42,26.98,288,UKR,Ukraine
EN7U,50.42,30.5,288,UKR,Ukraine
EN7V,48.52,32.25,288,UKR,Ukraine
EN7W,49.83,24.0,288,UKR,Ukraine
EN7X,50.3,28.67,288,UKR,Ukraine
EN7Y,48.32,25.87,288,UKR,Ukraine
EN7Z,46.95,32.0,288,UKR,Ukraine
EN8A,51.42,33.55,288,UKR,Ukraine
EN8B,49.58,25.65,288,UKR,Ukraine
EN8C,49.45,32.07,288,UKR,Ukraine
EN8D,47.83,35.17,288,UKR,Ukraine
EN8E,48.48,35.0,288,UKR,Ukraine
EN8F,46.5,30.75,288,UKR,Ukraine
EN8G,46.65,32.63,288,UKR,Ukraine
EN8H,49.58,34.58,288,UKR,Ukraine
EN8I,48.0,37.83,288,UKR,Ukraine
EN8K,50.65,26.17,288,UKR,Ukraine
EN8L,50.37,36.25,288,UKR,Ukraine
EN8M,48.58,39.33,288,UKR,Ukraine
EN8N,49.18,28.5,288,UKR,Ukraine
EN8P,50.65,24.15,288,UKR,Ukraine
EN8R,51.5,31.3,288,UKR,Ukraine
EN8S,48.67,26.6,288,UKR,Ukraine
EN8T,49.42,26.98,288,UKR,Ukraine
EN8U,50.42,30.5,288,UKR,Ukraine
EN8V,48.52,32.25,288,UKR,Ukraine
EN8W,49.83,24.0,288,UKR,Ukraine
EN8X,50.3,28.67,288,UKR,Ukraine
EN8Y,48.32,25.87,288,UKR,Ukraine
EN8Z,46.95,32.0,288,UKR,Ukraine
EN9A,51.42,33.55,288,UKR,Ukraine
EN9B,49.58,25.65,288,UKR,Ukraine
EN9C,49.45,32.07,288,UKR,Ukraine
EN9D,47.83,35.17,288,UKR,Ukraine
EN9E,48.48,35.0,288,UKR,Ukraine
EN9F,46.5,30.75,288,UKR,Ukraine
EN9G,46.65,32.63,288,UKR,Ukraine
EN9H,49.58,34.58,288,UKR,Ukraine
EN9I,48.0,37.83,288,UKR,Ukraine
EN9K,50.65,26.17,288,UKR,Ukraine
EN9L,50.37,36.25,288,UKR,Ukraine
EN9M,48.58,39.33,288,UKR,Ukraine
EN9N,49.18,28.5,288,UKR,Ukraine
EN9P,50.65,24.15,288,UKR,Ukraine
EN9R,51.5,31.3,288,UKR,Ukraine
EN9S,48.67,26.6,288,UKR,Ukraine
EN9T,49.42,26.98,288,UKR,Ukraine
EN9U,50.42,30.5,288,UKR,Ukraine
EN9V,48.52,32.25,288,UKR,Ukraine
EN9W,49.83,24.0,288,UKR,Ukraine
EN9X,50.3,28.67,288,UKR,Ukraine
EN9Y,48.32,25.87,288,UKR,Ukraine
EN9Z,46.95,32.0,288,UKR,Ukraine
EO,50.0,30.0,288,UKR,Ukraine
EO0A,51.42,33.55,288,UKR,Ukraine
EO0B,49.58,25.65,288,UKR,Ukraine
EO0C,49.45,32.07,288,UKR,Ukraine
EO0D,47.83,35.17,288,UKR,Ukraine
EO0E,48.48,35.0,288,UKR,Ukraine
EO0F,46.5,30.75,288,UKR,Ukraine
EO0G,46.65,32.63,288,UKR,Ukraine
EO0H,49.58,34.58,288,UKR,Ukraine
EO0I,48.0,37.83,288,UKR,Ukraine
EO0K,50.65,26.17,288,UKR,Ukraine
EO0L,50.37,36.25,288,UKR,Ukraine
EO0M,48.58,39.33,288,UKR,Ukraine
EO0N,49.18,28.5,288,UKR,Ukraine
EO0P,50.65,24.15,288,UKR,Ukraine
EO0R,51.5,31.3,288,UKR,Ukraine
EO0S,48.67,26.6,288,UKR,Ukraine
EO0T,49.42,26.98,288,UKR,Ukraine
EO0U,50.42,30.5,288,UKR,Ukraine
EO0V,48.52,32.25,288,UKR,Ukraine
EO0W,49.83,24.0,288,UKR,Ukraine
EO0X,50.3,28.67,288,UKR,Ukraine
EO0Y,48.32,25.87,288,UKR,Ukraine
EO0Z,46.95,32.0,288,UKR,Ukraine
EO1A,51.42,33.55,288,UKR,Ukraine
EO1B,49.58,25.65,288,UKR,Ukraine
EO1C,49.45,32.07,288,UKR,Ukraine
EO1D,47.83,35.17,288,UKR,Ukraine
EO1E,48.48,35.0,288,UKR,Ukraine
EO1F,46.5,30.75,288,UKR,Ukraine
EO1G,46.65,32.63,288,UKR,Ukraine
EO1H,49.58,34.58,288,UKR,Ukraine
EO1I,48.0,37.83,288,UKR,Ukraine
EO1K,50.65,26.17,288,UKR,Ukraine
EO1L,50.37,36.25,288,UKR,Ukraine
EO1M,48.58,39.33,288,UKR,Ukraine
EO1N,49.18,28.5,288,UKR,Ukraine
EO1P,50.65,24.15,288,UKR,Ukraine
EO1R,51.5,31.3,288,UKR,Ukraine
EO1S,48.67,26.6,288,UKR,Ukraine
EO1T,49.42,26.98,288,UKR,Ukraine
EO1U,50.42,30.5,288,UKR,Ukraine
EO1V,48.52,32.25,288,UKR,Ukraine
EO1W,49.83,24.0,288,UKR,Ukraine
EO1X,50.3,28.67,288,UKR,Ukraine
EO1Y,48.32,25.87,288,UKR,Ukraine
EO1Z,46.95,32.0,288,UKR,Ukraine
EO2A,51.42,33.55,288,UKR,Ukraine
EO2B,49.58,25.65,288,UKR,Ukraine
EO2C,49.45,32.07,288,UKR,Ukraine
EO2D,47.83,35.17,288,UKR,Ukraine
EO2E,48.48,35.0,288,UKR,Ukraine
EO2F,46.5,30.75,288,UKR,Ukraine
EO2G,46.65,32.63,288,UKR,Ukraine
EO2H,49.58,34.58,288,UKR,Ukraine
EO2I,48.0,37.83,288,UKR,Ukraine
EO2K,50.65,26.17,288,UKR,Ukraine
EO2L,50.37,36.25,288,UKR,Ukraine
EO2M,48.58,39.33,288,UKR,Ukraine
EO2N,49.18,28.5,288,UKR,Ukraine
EO2P,50.65,24.15,288,UKR,Ukraine
EO2R,51.5,31.3,288,UKR,Ukraine
EO2S,48.67,26.6,288,UKR,Ukraine
EO2T,49.42,26.98,288,UKR,Ukraine
EO2U,50.42,30.5,288,UKR,Ukraine
EO2V,48.52,32.25,288,UKR,Ukraine
EO2W,49.83,24.0,288,UKR,Ukraine
EO2X,50.3,28.67,288,UKR,Ukraine
EO2Y,48.32,25.87,288,UKR,Ukraine
EO2Z,46.95,32.0,288,UKR,Ukraine
EO3A,51.42,33.55,288,UKR,Ukraine
EO3B,49.58,25.65,288,UKR,Ukraine
EO3C,49.45,32.07,288,UKR,Ukraine
EO3D,47.83,35.17,288,UKR,Ukraine
EO3E,48.48,35.0,288,UKR,Ukraine
EO3F,46.5,30.75,288,UKR,Ukraine
EO3G,46.65,32.63,288,UKR,Ukraine
EO3H,49.58,34.58,288,UKR,Ukraine
EO3I,48.0,37.83,288,UKR,Ukraine
EO3K,50.65,26.17,288,UKR,Ukraine
EO3L,50.37,36.25,288,UKR,Ukraine
EO3M,48.58,39.33,288,UKR,Ukraine
EO3N,49.18,28.5,288,UKR,Ukraine
EO3P,50.65,24.15,288,UKR,Ukraine
EO3R,51.5,31.3,288,UKR,Ukraine
EO3S,48.67,26.6,288,UKR,Ukraine
EO3T,49.42,26.98,288,UKR,Ukraine
EO3U,50.42,30.5,288,UKR,Ukraine
EO3V,48.52,32.25,288,UKR,Ukraine
EO3W,49.83,24.0,288,UKR,Ukraine
EO3X,50.3,28.67,288,UKR,Ukraine
EO3Y,48.32,25.87,288,UKR,Ukraine
EO3Z,46.95,32.0,288,UKR,Ukraine
EO4A,51.42,33.55,288,UKR,Ukraine
EO4B,49.58,25.65,288,UKR,Ukraine
EO4C,49.45,32.07,288,UKR,Ukraine
EO4D,47.83,35.17,288,UKR,Ukraine
EO4E,48.48,35.0,288,UKR,Ukraine
EO4F,46.5,30.75,288,UKR,Ukraine
EO4G,46.65,32.63,288,UKR,Ukraine
EO4H,49.58,34.58,288,UKR,Ukraine
EO4I,48.0,37.83,288,UKR,Ukraine
EO4K,50.65,26.17,288,UKR,Ukraine
EO4L,50.37,36.25,288,UKR,Ukraine
EO4M,48.58,39.33,288,UKR,Ukraine
EO4N,49.18,28.5,288,UKR,Ukraine
EO4P,50.65,24.15,288,UKR,Ukraine
EO4R,51.5,31.3,288,UKR,Ukraine
EO4S,48.67,26.6,288,UKR,Ukraine
EO4T,49.42,26.98,288,UKR,Ukraine
EO4U,50.42,30.5,288,UKR,Ukraine
EO4V,48.52,32.25,288,UKR,Ukraine
EO4W,49.83,24.0,288,UKR,Ukraine
EO4X,50.3,28.67,288,UKR,Ukraine
EO4Y,48.32,25.87,288,UKR,Ukraine
EO4Z,46.95,32.0,288,UKR,Ukraine
EO5A,51.42,33.55,288,UKR,Ukraine
EO5B,49.58,25.65,288,UKR,Ukraine
EO5C,49.45,32.07,288,UKR,Ukraine
EO5D,47.83,35.17,288,UKR,Ukraine
EO5E,48.48,35.0,288,UKR,Ukraine
EO5F,46.5,30.75,288,UKR,Ukraine
EO5G,46.65,32.63,288,UKR,Ukraine
EO5H,49.58,34.58,288,UKR,Ukraine
EO5I,48.0,37.83,288,UKR,Ukraine
EO5K,50.65,26.17,288,UKR,Ukraine
EO5L,50.37,36.25,288,UKR,Ukraine
EO5M,48.58,39.33,288,UKR,Ukraine
EO5N,49.18,28.5,288,UKR,Ukraine
EO5P,50.65,24.15,288,UKR,Ukraine
EO5R,51.5,31.3,288,UKR,Ukraine
EO5S,48.67,26.6,288,UKR,Ukraine
EO5T,49.42,26.98,288,UKR,Ukraine
EO5U,50.42,30.5,288,UKR,Ukraine
EO5V,48.52,32.25,288,UKR,Ukraine
EO5W,49.83,24.0,288,UKR,Ukraine
EO5X,50.3,28.67,288,UKR,Ukraine
EO5Y,48.32,25.87,288,UKR,Ukraine
EO5Z,46.95,32.0,288,UKR,Ukraine
EO6A,51.42,33.55,288,UKR,Ukraine
EO6B,49.58,25.65,288,UKR,Ukraine
EO6C,49.45,32.07,288,UKR,Ukraine
EO6D,47.83,35.17,288,UKR,Ukraine
EO6E,48.48,35.0,288,UKR,Ukraine
EO6F,46.5,30.75,288,UKR,Ukraine
EO6G,46.65,32.63,288,UKR,Ukraine
EO6H,49.58,34.58,288,UKR,Ukraine
EO6I,48.0,37.83,288,UKR,Ukraine
EO6K,50.65,26.17,288,UKR,Ukraine
EO6L,50.37,36.25,288,UKR,Ukraine
EO6M,48.58,39.33,288,UKR,Ukraine
EO6N,49.18,28.5,288,UKR,Ukraine
EO6P,50.65,24.15,288,UKR,Ukraine
EO6R,51.5,31.3,288,UKR,Ukraine
EO6S,48.67,26.6,288,UKR,Ukraine
EO6T,49.42,26.98,288,UKR,Ukraine
EO6U,50.42,30.5,288,UKR,Ukraine
EO6V,48.52,32.25,288,UKR,Ukraine
EO6W,49.83,24.0,288,UKR,Ukraine
EO6X,50.3,28.67,288,UKR,Ukraine
EO6Y,48.32,25.87,288,UKR,Ukraine
EO6Z,46.95,32.0,288,UKR,Ukraine
EO7A,51.42,33.55,288,UKR,Ukraine
EO7B,49.58,25.65,288,UKR,Ukraine
EO7C,49.45,32.07,288,UKR,Ukraine
EO7D,47.83,35.17,288,UKR,Ukraine
EO7E,48.48,35.0,288,UKR,Ukraine
EO7F,46.5,30.75,288,UKR,Ukraine
EO7G,46.65,32.63,288,UKR,Ukraine
EO7H,49.58,34.58,288,UKR,Ukraine
EO7I,48.0,37.83,288,UKR,Ukraine
EO7K,50.65,26.17,288,UKR,Ukraine
EO7L,50.37,36.25,288,UKR,Ukraine
EO7M,48.58,39.33,288,UKR,Ukraine
EO7N,49.18,28.5,288,UKR,Ukraine
EO7P,50.65,24.15,288,UKR,Ukraine
EO7R,51.5,31.3,288,UKR,Ukraine
EO7S,48.67,26.6,288,UKR,Ukraine
EO7T,49.42,26.98,288,UKR,Ukraine
EO7U,50.42,30.5,288,UKR,Ukraine
EO7V,48.52,32.25,288,UKR,Ukraine
EO7W,49.83,24.0,288,UKR,Ukraine
EO7X,50.3,28.67,288,UKR,Ukraine
EO7Y,48.32,25.87,288,UKR,Ukraine
EO7Z,46.95,32.0,288,UKR,Ukraine
EO8A,51.42,33.55,288,UKR,Ukraine
EO8B,49.58,25.65,288,UKR,Ukraine
EO8C,49.45,32.07,288,UKR,Ukraine
EO8D,47.83,35.17,288,UKR,Ukraine
EO8E,48.48,35.0,288,UKR,Ukraine
EO8F,46.5,30.75,288,UKR,Ukraine
EO8G,46.65,32.63,288,UKR,Ukraine
EO8H,49.58,34.58,288,UKR,Ukraine
EO8I,48.0,37.83,288,UKR,Ukraine
EO8K,50.65,26.17,288,UKR,Ukraine
EO8L,50.37,36.25,288,UKR,Ukraine
EO8M,48.58,39.33,288,UKR,Ukraine
EO8N,49.18,28.5,288,UKR,Ukraine
EO8P,50.65,24.15,288,UKR,Ukraine
EO8R,51.5,31.3,288,UKR,Ukraine
EO8S,48.67,26.6,288,UKR,Ukraine
EO8T,49.42,26.98,288,UKR,Ukraine
EO8U,50.42,30.5,288,UKR,Ukraine
EO8V,48.52,32.25,288,UKR,Ukraine
EO8W,49.83,24.0,288,UKR,Ukraine
EO8X,50.3,28.67,288,UKR,Ukraine
EO8Y,48.32,25.87,288,UKR,Ukraine
EO8Z,46.95,32.0,288,UKR,Ukraine
EO9A,51.42,33.55,288,UKR,Ukraine
EO9B,49.58,25.65,288,UKR,Ukraine
EO9C,49.45,32.07,288,UKR,Ukraine
EO9D,47.83,35.17,288,UKR,Ukraine
EO9E,48.48,35.0,288,UKR,Ukraine
EO9F,46.5,30.75,288,UKR,Ukraine
EO9G,46.65,32.63,288,UKR,Ukraine
EO9H,49.58,34.58,288,UKR,Ukraine
EO9I,48.0,37.83,288,UKR,Ukraine
EO9K,50.65,26.17,288,UKR,Ukraine
EO9L,50.37,36.25,288,UKR,Ukraine
EO9M,48.58,39.33,288,UKR,Ukraine
EO9N,49.18,28.5,288,UKR,Ukraine
EO9P,50.65,24.15,288,UKR,Ukraine
EO9R,51.5,31.3,288,UKR,Ukraine
EO9S,48.67,26.6,288,UKR,Ukraine
EO9T,49.42,26.98,288,UKR,Ukraine
EO9U,50.42,30.5,288,UKR,Ukraine
EO9V,48.52,32.25,288,UKR,Ukraine
EO9W,49.83,24.0,288,UKR,Ukraine
EO9X,50.3,28.67,288,UKR,Ukraine
EO9Y,48.32,25.87,288,UKR,Ukraine
EO9Z,46.95,32.0,288,UKR,Ukraine
EP,32.0,53.0,330,IRN,Iran
EQ,32.0,53.0,330,IRN,Iran
ER,47.0,29.0,179,MDA,Moldova
ES,59.0,25.0,52,EST,Estonia
ES0,58.62,22.6,52,EST,Estonia
ES1,59.43,24.73,52,EST,Estonia
ES2,59.43,24.73,52,EST,Estonia
ES3,58.93,24.62,52,EST,Estonia
ES4,59.35,26.88,52,EST,Estonia
ES5,58.55,26.55,52,EST,Estonia
ES6,57.88,26.68,52,EST,Estonia
ES7,58.37,25.6,52,EST,Estonia
ES8,58.38,24.5,52,EST,Estonia
ET,9.0,39.0,53,ETH,Ethiopia
EU,54.0,28.0,27,BLR,Belarus
EU1,53.9,27.57,27,BLR,Belarus
EU2,53.9,27.57,27,BLR,Belarus
EU3,52.13,23.67,27,BLR,Belarus
EU4,53.13,28.67,27,BLR,Belarus
EU6,55.17,30.23,27,BLR,Belarus
EU7,53.9,30.33,27,BLR,Belarus
EU8,52.42,31.0,27,BLR,Belarus
EV,54.0,28.0,27,BLR,Belarus
EV1,53.9,27.57,27,BLR,Belarus
EV2,53.9,27.57,27,BLR,Belarus
EV3,52.13,23.67,27,BLR,Belarus
EV4,53.13,28.67,27,BLR,Belarus
EV6,55.17,30.23,27,BLR,Belarus
EV7,53.9,30.33,27,BLR,Belarus
EV8,52.42,31.0,27,BLR,Belarus
EW,54.0,28.0,27,BLR,Belarus
EW1,53.9,27.57,27,BLR,Belarus
EW2,53.9,27.57,27,BLR,Belarus
EW3,52.13,23.67,27,BLR,Belarus
EW4,53.13,28.67,27,BLR,Belarus
EW6,55.17,30.23,27,BLR,Belarus
EW7,53.9,30.33,27,BLR,Belarus
EW8,52.42,31.0,27,BLR,Belarus
EX,41.7,74.13,135,KGZ,Kyrgyzstan
EX0M,42.87,74.62,135,KGZ,Kyrgyzstan
EX0N,40.53,72.8,135,KGZ,Kyrgyzstan
EX0P,41.43,76.0,135,KGZ,Kyrgyzstan
EX0Q,42.48,78.4,135,KGZ,Kyrgyzstan
EX0T,42.52,72.23,135,KGZ,Kyrgyzstan
EX0V,40.93,73.0,135,KGZ,Kyrgyzstan
EX2M,42.87,74.62,135,KGZ,Kyrgyzstan
EX2N,40.53,72.8,135,KGZ,Kyrgyzstan
EX2P,41.43,76.0,135,KGZ,Kyrgyzstan
EX2Q,42.48,78.4,135,KGZ,Kyrgyzstan
EX2T,42.52,72.23,135,KGZ,Kyrgyzstan
EX2V,40.93,73.0,135,KGZ,Kyrgyzstan
EX6M,42.87,74.62,135,KGZ,Kyrgyzstan
EX6N,40.53,72.8,135,KGZ,Kyrgyzstan
EX6P,41.43,76.0,135,KGZ,Kyrgyzstan
EX6Q,42.48,78.4,135,KGZ,Kyrgyzstan
EX6T,42.52,72.23,135,KGZ,Kyrgyzstan
EX6V,40.93,73.0,135,KGZ,Kyrgyzstan
EX7M,42.87,74.62,135,KGZ,Kyrgyzstan
EX7N,40.53,72.8,135,KGZ,Kyrgyzstan
EX7P,41.43,76.0,135,KGZ,Kyrgyzstan
EX7Q,42.48,78.4,135,KGZ,Kyrgyzstan
EX7T,42.52,72.23,135,KGZ,Kyrgyzstan
EX7V,40.93,73.0,135,KGZ,Kyrgyzstan
EX8M,42.87,74.62,135,KGZ,Kyrgyzstan
EX8N,40.53,72.8,135,KGZ,Kyrgyzstan
EX8P,41.43,76.0,135,KGZ,Kyrgyzstan
EX8Q,42.48,78.4,135,KGZ,Kyrgyzstan
EX8T,42.52,72.23,135,KGZ,Kyrgyzstan
EX8V,40.93,73.0,135,KGZ,Kyrgyzstan
EY,38.82,71.22,262,TJK,Tajikistan
EZ,38.0,58.0,280,TKM,Turkmenistan
EZ3,38.5,59.0,280,TKM,Turkmenistan
EZ4,40.0,55.0,280,TKM,Turkmenistan
EZ5,37.0,62.0,280,TKM,Turkmenistan
EZ6,41.0,58.5,280,TKM,Turkmenistan
EZ7,39.0,63.0,280,TKM,Turkmenistan
EZ8,37.93,58.37,280,TKM,Turkmenistan
F,46.0,2.0,227,FRA,France
FG,16.13,-61.67,79,GLP,Guadeloupe
FH,-12.88,45.15,169,MYT,Mayotte
FJ,17.9,-62.83,516,BLM,Saint Barthelemy
FK,-21.5,165.5,162,NCL,New Caledonia
FM,14.7,-61.03,84,MTQ,Martinique
FO,-17.65,-149.4,175,PYF,French Polynesia
FO5QS,-8.92,-140.07,509,PYF,Marquesas Is.
FP,46.77,-56.2,277,SPM,St. Pierre & Miquelon
FR,-21.12,55.48,453,REU,Reunion I.
FS,18.08,-63.03,213,MAF,Saint Martin
FT0E,-22.37,40.35,124,ATF,"Juan de Nova, Europa"
FT0G,-11.55,47.28,99,ATF,Glorioso Is.
FT0J,-17.05,42.72,124,ATF,"Juan de Nova, Europa"
FT0T,-15.88,54.5,276,ATF,Tromelin I.
FT0W,-46.42,51.75,41,ATF,Crozet I.
FT0X,-49.0,69.27,131,ATF,Kerguelen Is.
FT0Y,-66.65,140.0,13,ATA,Antarctica
FT0Z,-37.85,77.53,10,ATF,Amsterdam & St. Paul Is.
FT1E,-22.37,40.35,124,ATF,"Juan de Nova, Europa"
FT1G,-11.55,47.28,99,ATF,Glorioso Is.
FT1J,-17.05,42.72,124,ATF,"Juan de Nova, Europa"
FT1T,-15.88,54.5,276,ATF,Tromelin I.
FT1Y,-66.65,140.0,13,ATA,Antarctica
FT1Z,-37.85,77.53,10,ATF,Amsterdam & St. Paul Is.
FT2E,-22.37,40.35,124,ATF,"Juan de Nova, Europa"
FT2G,-11.55,47.28,99,ATF,Glorioso Is.
FT2J,-17.05,42.72,124,ATF,"Juan de Nova, Europa"
FT2T,-15.88,54.5,276,ATF,Tromelin I.
FT2X,-49.0,69.27,131,ATF,Kerguelen Is.
FT2Y,-66.65,140.0,13,ATA,Antarctica
FT2Z,-37.85,77.53,10,ATF,Amsterdam & St. Paul Is.
FT3E,-22.37,40.35,124,ATF,"Juan de Nova, Europa"
FT3G,-11.55,47.28,99,ATF,Glorioso Is.
FT3J,-17.05,42.72,124,ATF,"Juan de Nova, Europa"
FT3T,-15.88,54.5,276,ATF,Tromelin I.
FT3Y,-66.65,140.0,13,ATA,Antarctica
FT3Z,-37.85,77.53,10,ATF,Amsterdam & St. Paul Is.
FT4E,-22.37,40.35,124,ATF,"Juan de Nova, Europa"
FT4G,-11.55,47.28,99,ATF,Glorioso Is.
