prefix,lat,lon,dxcc,iso3,name 
NA3,39.95,-76.85,291,USA,United States of America
NA4,33.12,-82.2,291,USA,United States of America
NA4A,34.35,-86.92,291,USA,United States of America
NA4C,36.08,-87.4,291,USA,United States of America
NA5,31.85,-96.3,291,USA,United States of America
NA5Y,43.02,-71.57,291,USA,United States of America
NA6,35.48,-119.35,291,USA,United States of America
NA7,41.3,-116.6,291,USA,United States of America
NA7L,40.65,-75.22,291,USA,United States of America
NA8,41.35,-83.23,291,USA,United States of America
NA9,41.55,-87.97,291,USA,United States of America
NA9J,26.92,-82.05,291,USA,United States of America
NB0,41.12,-96.57,291,USA,United States of America
NB1,42.38,-71.65,291,USA,United States of America
NB2,41.15,-74.53,291,USA,United States of America
NB3,39.95,-76.85,291,USA,United States of America
NB3C,32.58,-97.13,291,USA,United States of America
NB4,33.12,-82.2,291,USA,United States of America
NB5,31.85,-96.3,291,USA,United States of America
NB5E,34.0,-84.02,291,USA,United States of America
NB6,35.48,-119.35,291,USA,United States of America
NB7,41.3,-116.6,291,USA,United States of America
NB8,41.35,-83.23,291,USA,United States of America
NB9,41.55,-87.97,291,USA,United States of America
NB9G,15.18,145.72,166,MNP,Mariana Is.
NC0,41.12,-96.57,291,USA,United States of America
NC1,42.38,-71.65,291,USA,United States of America
NC2,41.15,-74.53,291,USA,United States of America
NC3,39.95,-76.85,291,USA,United States of America
NC4,33.12,-82.2,291,USA,United States of America
NC5,31.85,-96.3,291,USA,United States of America
NC6,35.48,-119.35,291,USA,United States of America
NC6K,40.48,-104.9,291,USA,United States of America
NC7,41.3,-116.6,291,USA,United States of America
NC8,41.35,-83.23,291,USA,United States of America
NC8N,33.57,-81.82,291,USA,United States of America
NC9,41.55,-87.97,291,USA,United States of America
ND0,41.12,-96.57,291,USA,United States of America
ND0L,44.27,-88.43,291,USA,United States of America
ND1,42.38,-71.65,291,USA,United States of America
ND2,41.15,-74.53,291,USA,United States of America
ND2T,37.45,-122.15,291,USA,United States of America
ND3,39.95,-76.85,291,USA,United States of America
ND3N,39.53,-83.45,291,USA,United States of America
ND4,33.12,-82.2,291,USA,United States of America
ND4U,35.97,-86.5,291,USA,United States of America
ND4X,37.02,-88.38,291,USA,United States of America
ND4Y,36.77,-83.35,291,USA,United States of America
ND5,31.85,-96.3,291,USA,United States of America
ND6,35.48,-119.35,291,USA,United States of America
ND7,41.3,-116.6,291,USA,United States of America
ND8,41.35,-83.23,291,USA,United States of America
ND8L,28.93,-81.98,291,USA,United States of America
ND8N,32.4,-111.07,291,USA,United States of America
ND9,41.55,-87.97,291,USA,United States of America
ND9M,44.12,-103.07,291,USA,United States of America
NE0,41.12,-96.57,291,USA,United States of America
NE1,42.38,-71.65,291,USA,United States of America
NE2,41.15,-74.53,291,USA,United States of America
NE2I,30.82,-94.87,291,USA,United States of America
NE3,39.95,-76.85,291,USA,United States of America
NE4,33.12,-82.2,291,USA,United States of America
NE5,31.85,-96.3,291,USA,United States of America
NE5W,33.12,-88.17,291,USA,United States of America
NE6,35.48,-119.35,291,USA,United States of America
NE7,41.3,-116.6,291,USA,United States of America
NE7R,46.03,-114.2,291,USA,United States of America
NE8,41.35,-83.23,291,USA,United States of America
NE8P,29.13,-81.0,291,USA,United States of America
NE9,41.55,-87.97,291,USA,United States of America
NE9U,44.87,-91.93,291,USA,United States of America
NF0,41.12,-96.57,291,USA,United States of America
NF1,42.38,-71.65,291,USA,United States of America
NF1R,34.43,-119.73,291,USA,United States of America
NF2,41.15,-74.53,291,USA,United States of America
NF3,39.95,-76.85,291,USA,United States of America
NF4,33.12,-82.2,291,USA,United States of America
NF4J,30.55,-88.18,291,USA,United States of America
NF5,31.85,-96.3,291,USA,United States of America
NF6,35.48,-119.35,291,USA,United States of America
NF6P,28.08,-81.73,291,USA,United States of America
NF7,41.3,-116.6,291,USA,United States of America
NF7D,33.2,-86.8,291,USA,United States of America
NF8,41.35,-83.23,291,USA,United States of America
NF8H,34.8,-92.23,291,USA,United States of America
NF9,41.55,-87.97,291,USA,United States of America
NG0,41.12,-96.57,291,USA,United States of America
NG1,42.38,-71.65,291,USA,United States of America
NG2,41.15,-74.53,291,USA,United States of America
NG2G,48.7,-122.42,291,USA,United States of America
NG2S,36.52,-86.32,291,USA,United States of America
NG3,39.95,-76.85,291,USA,United States of America
NG3Q,41.47,-81.85,291,USA,United States of America
NG4,33.12,-82.2,291,USA,United States of America
NG5,31.85,-96.3,291,USA,United States of America
NG6,35.48,-119.35,291,USA,United States of America
NG6X,46.03,-114.2,291,USA,United States of America
NG7,41.3,-116.6,291,USA,United States of America
NG7A,42.02,-91.67,291,USA,United States of America
NG8,41.35,-83.23,291,USA,United States of America
NG9,41.55,-87.97,291,USA,United States of America
NG9B,42.98,-90.65,291,USA,United States of America
NH0,15.18,145.72,166,MNP,Mariana Is.
NH1,0.0,-176.0,20,UMI,Baker & Howland Is.
NH2,13.37,144.7,103,GUM,Guam
NH2B,15.18,145.72,166,MNP,Mariana Is.
NH3,16.72,-169.53,123,UMI,Johnston I.
NH4,28.2,-177.37,174,UMI,Midway I.
NH5,5.87,-162.07,197,UMI,Palmyra & Jarvis Is.
NH6,21.12,-157.48,110,USA,Hawaii
NH6L,30.15,-95.2,291,USA,United States of America
NH6T,33.72,-86.82,291,USA,United States of America
NH7,21.12,-157.48,110,USA,Hawaii
NH7K,29.0,-178.0,138,UMI,Kure I.
NH8,-14.32,-170.78,9,ASM,American Samoa
NH9,19.28,166.63,297,UMI,Wake I.
NI0,41.12,-96.57,291,USA,United States of America
NI1,42.38,-71.65,291,USA,United States of America
NI2,41.15,-74.53,291,USA,United States of America
NI2M,32.85,-97.08,291,USA,United States of America
NI3,39.95,-76.85,291,USA,United States of America
NI4,33.12,-82.2,291,USA,United States of America
NI5,31.85,-96.3,291,USA,United States of America
NI5L,32.85,-109.75,291,USA,United States of America
NI6,35.48,-119.35,291,USA,United States of America
NI7,41.3,-116.6,291,USA,United States of America
NI7R,32.78,-80.22,291,USA,United States of America
NI8,41.35,-83.23,291,USA,United States of America
NI9,41.55,-87.97,291,USA,United States of America
NJ0,41.12,-96.57,291,USA,United States of America
NJ1,42.38,-71.65,291,USA,United States of America
NJ2,41.15,-74.53,291,USA,United States of America
NJ3,39.95,-76.85,291,USA,United States of America
NJ4,33.12,-82.2,291,USA,United States of America
NJ4P,35.2,-88.2,291,USA,United States of America
NJ5,31.85,-96.3,291,USA,United States of America
NJ6,35.48,-119.35,291,USA,United States of America
NJ7,41.3,-116.6,291,USA,United States of America
NJ7T,41.8,-78.47,291,USA,United States of America
NJ8,41.35,-83.23,291,USA,United States of America
NJ8J,33.9,-84.6,291,USA,United States of America
NJ8M,39.05,-95.72,291,USA,United States of America
NJ9,41.55,-87.97,291,USA,United States of America
NJ9L,39.38,-75.17,291,USA,United States of America
NK0,41.12,-96.57,291,USA,United States of America
NK0S,34.3,-77.8,291,USA,United States of America
NK1,42.38,-71.65,291,USA,United States of America
NK2,41.15,-74.53,291,USA,United States of America
NK3,39.95,-76.85,291,USA,United States of America
NK3V,34.62,-86.05,291,USA,United States of America
NK4,33.12,-82.2,291,USA,United States of America
NK4I,35.83,-84.02,291,USA,United States of America
NK4T,30.75,-88.27,291,USA,United States of America
NK5,31.85,-96.3,291,USA,United States of America
NK6,35.48,-119.35,291,USA,United States of America
NK7,41.3,-116.6,291,USA,United States of America
NK7U,28.93,-81.98,291,USA,United States of America
NK8,41.35,-83.23,291,USA,United States of America
NK9,41.55,-87.97,291,USA,United States of America
NL,61.4,-148.87,6,USA,Alaska
NLD,29.38,47.38,348,KWT,Kuwait
NM0,41.12,-96.57,291,USA,United States of America
NM1,42.38,-71.65,291,USA,United States of America
NM2,41.15,-74.53,291,USA,United States of America
NM3,39.95,-76.85,291,USA,United States of America
NM4,33.12,-82.2,291,USA,United States of America
NM5,31.85,-96.3,291,USA,United States of America
NM6,35.48,-119.35,291,USA,United States of America
NM7,41.3,-116.6,291,USA,United States of America
NM7W,44.75,-108.78,291,USA,United States of America
NM8,41.35,-83.23,291,USA,United States of America
NM9,41.55,-87.97,291,USA,United States of America
NN0,41.12,-96.57,291,USA,United States of America
NN1,42.38,-71.65,291,USA,United States of America
NN2,41.15,-74.53,291,USA,United States of America
NN3,39.95,-76.85,291,USA,United States of America
NN4,33.12,-82.2,291,USA,United States of America
NN5,31.85,-96.3,291,USA,United States of America
NN5O,34.25,-88.72,291,USA,United States of America
NN6,35.48,-119.35,291,USA,United States of America
NN7,41.3,-116.6,291,USA,United States of America
NN7A,38.85,-107.97,291,USA,United States of America
NN7C,61.4,-148.87,6,USA,Alaska
NN7V,45.5,-109.0,291,USA,United States of America
NN8,41.35,-83.23,291,USA,United States of America
NN9,41.55,-87.97,291,USA,United States of America
NO0,41.12,-96.57,291,USA,United States of America
NO1,42.38,-71.65,291,USA,United States of America
NO2,41.15,-74.53,291,USA,United States of America
NO2D,39.52,-104.72,291,USA,United States of America
NO3,39.95,-76.85,291,USA,United States of America
NO3V,15.18,145.72,166,MNP,Mariana Is.
NO4,33.12,-82.2,291,USA,United States of America
NO5,31.85,-96.3,291,USA,United States of America
NO5O,36.12,-115.28,291,USA,United States of America
NO6,35.48,-119.35,291,USA,United States of America
NO7,41.3,-116.6,291,USA,United States of America
NO8,41.35,-83.23,291,USA,United States of America
NO9,41.55,-87.97,291,USA,United States of America
NO9E,33.93,-83.35,291,USA,United States of America
NP1,18.4,-75.0,182,UMI,Navassa I.
NP2,17.73,-64.8,285,VIR,Virgin Is.
NP2R/4,18.18,-66.55,202,PRI,Puerto Rico
NP3,18.18,-66.55,202,PRI,Puerto Rico
NP3K,30.15,-81.57,291,USA,United States of America
NP4,18.18,-66.55,202,PRI,Puerto Rico
NP5,18.08,-67.88,43,PRI,Desecheo I.
NQ0,41.12,-96.57,291,USA,United States of America
NQ1,42.38,-71.65,291,USA,United States of America
NQ2,41.15,-74.53,291,USA,United States of America
NQ3,39.95,-76.85,291,USA,United States of America
NQ4,33.12,-82.2,291,USA,United States of America
NQ4U,35.72,-88.78,291,USA,United States of America
NQ4Y,35.82,-84.27,291,USA,United States of America
NQ5,31.85,-96.3,291,USA,United States of America
NQ6,35.48,-119.35,291,USA,United States of America
NQ6N,41.73,-88.13,291,USA,United States of America
NQ7,41.3,-116.6,291,USA,United States of America
NQ8,41.35,-83.23,291,USA,United States of America
NQ8C,39.18,-78.52,291,USA,United States of America
NQ9,41.55,-87.97,291,USA,United States of America
NR0,41.12,-96.57,291,USA,United States of America
NR1,42.38,-71.65,291,USA,United States of America
NR2,41.15,-74.53,291,USA,United States of America
NR3,39.95,-76.85,291,USA,United States of America
NR3S,33.52,-117.72,291,USA,United States of America
NR4,33.12,-82.2,291,USA,United States of America
NR4L,35.2,-88.2,291,USA,United States of America
NR5,31.85,-96.3,291,USA,United States of America
NR5N,39.65,-79.62,291,USA,United States of America
NR6,35.48,-119.35,291,USA,United States of America
NR7,41.3,-116.6,291,USA,United States of America
NR7K,38.72,-82.93,291,USA,United States of America
NR8,41.35,-83.23,291,USA,United States of America
NR8Z,39.03,-78.28,291,USA,United States of America
NR9,41.55,-87.97,291,USA,United States of America
NS0,41.12,-96.57,291,USA,United States of America
NS1,42.38,-71.65,291,USA,United States of America
NS2,41.15,-74.53,291,USA,United States of America
NS2X,36.22,-85.55,291,USA,United States of America
NS3,39.95,-76.85,291,USA,United States of America
NS4,33.12,-82.2,291,USA,United States of America
NS4E,35.08,-89.77,291,USA,United States of America
NS4X,35.15,-89.37,291,USA,United States of America
NS5,31.85,-96.3,291,USA,United States of America
NS6,35.48,-119.35,291,USA,United States of America
NS7,41.3,-116.6,291,USA,United States of America
NS8,41.35,-83.23,291,USA,United States of America
NS9,41.55,-87.97,291,USA,United States of America
NT0,41.12,-96.57,291,USA,United States of America
NT0K,35.48,-82.52,291,USA,United States of America
NT0Y,42.7,-84.55,291,USA,United States of America
NT1,42.38,-71.65,291,USA,United States of America
NT2,41.15,-74.53,291,USA,United States of America
NT3,39.95,-76.85,291,USA,United States of America
NT4,33.12,-82.2,291,USA,United States of America
NT4A,35.03,-85.15,291,USA,United States of America
NT4J,36.1,-87.12,291,USA,United States of America
NT4M,35.15,-85.33,291,USA,United States of America
NT4W,37.75,-82.7,291,USA,United States of America
NT5,31.85,-96.3,291,USA,United States of America
NT6,35.48,-119.35,291,USA,United States of America
NT7,41.3,-116.6,291,USA,United States of America
NT8,41.35,-83.23,291,USA,United States of America
NT9,41.55,-87.97,291,USA,United States of America
NU0,41.12,-96.57,291,USA,United States of America
NU1,42.38,-71.65,291,USA,United States of America
NU2,41.15,-74.53,291,USA,United States of America
NU3,39.95,-76.85,291,USA,United States of America
NU4,33.12,-82.2,291,USA,United States of America
NU4B,35.98,-83.97,291,USA,United States of America
NU4N,37.07,-88.67,291,USA,United States of America
NU5,31.85,-96.3,291,USA,United States of America
NU6,35.48,-119.35,291,USA,United States of America
NU7,41.3,-116.6,291,USA,United States of America
NU8,41.35,-83.23,291,USA,United States of America
NU9,41.55,-87.97,291,USA,United States of America
NV0,41.12,-96.57,291,USA,United States of America
NV1,42.38,-71.65,291,USA,United States of America
NV2,41.15,-74.53,291,USA,United States of America
NV2T,21.12,-157.48,110,USA,Hawaii
NV3,39.95,-76.85,291,USA,United States of America
NV4,33.12,-82.2,291,USA,United States of America
NV4G,35.87,-83.75,291,USA,United States of America
NV5,31.85,-96.3,291,USA,United States of America
NV6,35.48,-119.35,291,USA,United States of America
NV7,41.3,-116.6,291,USA,United States of America
NV8,41.35,-83.23,291,USA,United States of America
NV9,41.55,-87.97,291,USA,United States of America
NV9J,44.93,-91.4,291,USA,United States of America
NV9L,28.92,-82.38,291,USA,United States of America
NW0,41.12,-96.57,291,USA,United States of America
NW1,42.38,-71.65,291,USA,United States of America
NW2,41.15,-74.53,291,USA,United States of America
NW3,39.95,-76.85,291,USA,United States of America
NW4,33.12,-82.2,291,USA,United States of America
NW5,31.85,-96.3,291,USA,United States of America
NW6,35.48,-119.35,291,USA,United States of America
NW7,41.3,-116.6,291,USA,United States of America
NW8,41.35,-83.23,291,USA,United States of America
NW8U,39.33,-80.03,291,USA,United States of America
NW9,41.55,-87.97,291,USA,United States of America
NX0,41.12,-96.57,291,USA,United States of America
NX1,42.38,-71.65,291,USA,United States of America
NX2,41.15,-74.53,291,USA,United States of America
NX3,39.95,-76.85,291,USA,United States of America
NX4,33.12,-82.2,291,USA,United States of America
NX5,31.85,-96.3,291,USA,United States of America
NX6,35.48,-119.35,291,USA,United States of America
NX7,41.3,-116.6,291,USA,United States of America
NX7W,45.67,-111.05,291,USA,United States of America
NX8,41.35,-83.23,291,USA,United States of America
NX9,41.55,-87.97,291,USA,United States of America
NX9T,36.02,-78.47,291,USA,United States of America
NY0,41.12,-96.57,291,USA,United States of America
NY1,42.38,-71.65,291,USA,United States of America
NY1V,39.77,-86.4,291,USA,United States of America
NY2,41.15,-74.53,291,USA,United States of America
NY3,42.38,-71.65,291,USA,United States of America
NY4,33.12,-82.2,291,USA,United States of America
NY5,31.85,-96.3,291,USA,United States of America
NY5E,29.27,-82.22,291,USA,United States of America
NY6,35.48,-119.35,291,USA,United States of America
NY7,41.3,-116.6,291,USA,United States of America
NY8,41.35,-83.23,291,USA,United States of America
NY9,41.55,-87.97,291,USA,United States of America
NY9P,32.58,-106.77,291,USA,United States of America
NZ0,41.12,-96.57,291,USA,United States of America
NZ1,42.38,-71.65,291,USA,United States of America
NZ1E,35.55,-120.72,291,USA,United States of America
NZ2,41.15,-74.53,291,USA,United States of America
NZ2S,47.83,-117.38,291,USA,United States of America
NZ3,39.95,-76.85,291,USA,United States of America
NZ4,33.12,-82.2,291,USA,United States of America
NZ5,31.85,-96.3,291,USA,United States of America
NZ6,35.48,-119.35,291,USA,United States of America
NZ6O,27.72,-82.35,291,USA,United States of America
NZ7,41.3,-116.6,291,USA,United States of America
NZ7Q,35.18,-106.67,291,USA,United States of America
NZ8,41.35,-83.23,291,USA,United States of America
NZ9,41.55,-87.97,291,USA,United States of America
OA,-10.0,-76.0,136,PER,Peru
OA1,-6.52,-79.85,136,PER,Peru
OA2,-7.15,-78.52,136,PER,Peru
OA3,-12.07,-75.2,136,PER,Peru
OA4,-12.1,-77.05,136,PER,Peru
OA5,-13.17,-74.25,136,PER,Peru
OA6,-16.42,-71.52,136,PER,Peru
OA7,-13.52,-71.95,136,PER,Peru
OA8,-7.0,-75.5,136,PER,Peru
OA9,-6.15,-76.5,136,PER,Peru
OB,-10.0,-76.0,136,PER,Peru
OB1,-6.52,-79.85,136,PER,Peru
OB2,-7.15,-78.52,136,PER,Peru
OB3,-12.07,-75.2,136,PER,Peru
OB4,-12.1,-77.05,136,PER,Peru
OB5,-13.17,-74.25,136,PER,Peru
OB6,-16.42,-71.52,136,PER,Peru
OB7,-13.52,-71.95,136,PER,Peru
OB8,-7.0,-75.5,136,PER,Peru
OB9,-6.15,-76.5,136,PER,Peru
OC,-10.0,-76.0,136,PER,Peru
OC1,-6.52,-79.85,136,PER,Peru
OC2,-7.15,-78.52,136,PER,Peru
OC3,-12.07,-75.2,136,PER,Peru
OC4,-12.1,-77.05,136,PER,Peru
OC5,-13.17,-74.25,136,PER,Peru
OC6,-16.42,-71.52,136,PER,Peru
OC7,-13.52,-71.95,136,PER,Peru
OC8,-7.0,-75.5,136,PER,Peru
OC9,-6.15,-76.5,136,PER,Peru
OD,33.83,35.83,354,LBN,Lebanon
OE,47.33,13.33,206,AUT,Austria
OE1,48.22,16.37,206,AUT,Austria
OE2,47.77,13.37,206,AUT,Austria
OE3,48.33,15.75,206,AUT,Austria
OE4,47.5,16.42,206,AUT,Austria
OE5,48.15,14.02,206,AUT,Austria
OE6,47.25,15.17,206,AUT,Austria
OE7,47.27,11.4,206,AUT,Austria
OE8,46.77,13.82,206,AUT,Austria
OE9,47.25,9.9,206,AUT,Austria
OF,61.38,24.82,224,FIN,Finland
OF0,60.13,20.37,5,ALA,Aland Is.
OF1,60.45,22.25,224,FIN,Finland
OF2,60.23,24.78,224,FIN,Finland
OF3,61.53,23.75,224,FIN,Finland
OF4,62.5,28.0,224,FIN,Finland
OF5,61.0,28.2,224,FIN,Finland
OF6,63.0,22.0,224,FIN,Finland
OF7,62.8,27.5,224,FIN,Finland
OF8,65.17,25.47,224,FIN,Finland
OF9,66.5,26.0,224,FIN,Finland
OG,61.38,24.82,224,FIN,Finland
OG0,60.13,20.37,5,ALA,Aland Is.
OG1,60.45,22.25,224,FIN,Finland
OG2,60.23,24.78,224,FIN,Finland
OG3,61.53,23.75,224,FIN,Finland
OG4,62.5,28.0,224,FIN,Finland
OG5,61.0,28.2,224,FIN,Finland
OG6,63.0,22.0,224,FIN,Finland
OG7,62.8,27.5,224,FIN,Finland
OG8,65.17,25.47,224,FIN,Finland
OG9,66.5,26.0,224,FIN,Finland
OH,61.38,24.82,224,FIN,Finland
OH0,60.13,20.37,5,ALA,Aland Is.
OH1,60.45,22.25,224,FIN,Finland
OH2,60.23,24.78,224,FIN,Finland
OH3,61.53,23.75,224,FIN,Finland
OH4,62.5,28.0,224,FIN,Finland
OH5,61.0,28.2,224,FIN,Finland
OH6,63.0,22.0,224,FIN,Finland
OH7,62.8,27.5,224,FIN,Finland
OH8,65.17,25.47,224,FIN,Finland
OH9,66.5,26.0,224,FIN,Finland
OI,61.38,24.82,224,FIN,Finland
OI0,60.13,20.37,5,ALA,Aland Is.
OI1,60.45,22.25,224,FIN,Finland
OI2,60.23,24.78,224,FIN,Finland
OI3,61.53,23.75,224,FIN,Finland
OI4,62.5,28.0,224,FIN,Finland
OI5,61.0,28.2,224,FIN,Finland
OI6,63.0,22.0,224,FIN,Finland
OI7,62.8,27.5,224,FIN,Finland
OI8,65.17,25.47,224,FIN,Finland
OI9,66.5,26.0,224,FIN,Finland
OJ,61.38,24.82,224,FIN,Finland
OJ0,60.0,19.0,167,FIN,Market Reef
OK,50.0,16.0,503,CZE,Czech Republic
OL,50.0,16.0,503,CZE,Czech Republic
OM,49.0,20.0,504,SVK,Slovak Republic
OM0,49.0,21.23,504,SVK,Slovak Republic
OM1,48.15,17.12,504,SVK,Slovak Republic
OM2,48.38,17.58,504,SVK,Slovak Republic
OM4,49.22,18.73,504,SVK,Slovak Republic
OM5,48.3,18.08,504,SVK,Slovak Republic
OM6,49.22,18.73,504,SVK,Slovak Republic
OM7,48.73,19.15,504,SVK,Slovak Republic
OM8,48.72,21.87,504,SVK,Slovak Republic
ON,50.7,4.85,209,BEL,Belgium
OO,50.7,4.85,209,BEL,Belgium
OP,50.7,4.85,209,BEL,Belgium
OQ,50.7,4.85,209,BEL,Belgium
OR,50.7,4.85,209,BEL,Belgium
OS,50.7,4.85,209,BEL,Belgium
OT,50.7,4.85,209,BEL,Belgium
OU,56.0,10.0,221,DNK,Denmark
OV,56.0,10.0,221,DNK,Denmark
OW,62.07,-6.93,222,FRO,Faroe Is.
OX,74.0,-42.78,237,GRL,Greenland
OY,62.07,-6.93,222,FRO,Faroe Is.
OZ,56.0,10.0,221,DNK,Denmark
P2,-9.5,147.12,163,PNG,Papua New Guinea
P3,35.0,33.0,215,CYP,Cyprus
P4,12.53,-69.98,91,ABW,Aruba
P5,39.78,126.3,344,PRK,DPR of Korea
P6,39.78,126.3,344,PRK,DPR of Korea
P7,39.78,126.3,344,PRK,DPR of Korea
P8,39.78,126.3,344,PRK,DPR of Korea
P9,39.78,126.3,344,PRK,DPR of Korea
PA,52.28,5.47,263,NLD,Netherlands
PB,52.28,5.47,263,NLD,Netherlands
PC,52.28,5.47,263,NLD,Netherlands
PD,52.28,5.47,263,NLD,Netherlands
PE,52.28,5.47,263,NLD,Netherlands
PF,52.28,5.47,263,NLD,Netherlands
PG,52.28,5.47,263,NLD,Netherlands
PH,52.28,5.47,263,NLD,Netherlands
PI,52.28,5.47,263,NLD,Netherlands
PJ0,18.07,-63.07,518,SXM,Sint Maarten
PJ2,12.17,-69.0,517,CUW,Curacao
PJ4,12.2,-68.25,520,BES,Bonaire
PJ5,17.48,-62.98,519,BES,Saba & St. Eustatius
PJ6,17.63,-63.25,519,BES,Saba & St. Eustatius
PJ7,18.07,-63.07,518,SXM,Sint Maarten
PJ8,18.07,-63.07,518,SXM,Sint Maarten
PK,-7.3,109.88,327,IDN,Indonesia
PL,-7.3,109.88,327,IDN,Indonesia
PM,-7.3,109.88,327,IDN,Indonesia
PN,-7.3,109.88,327,IDN,Indonesia
PO,-7.3,109.88,327,IDN,Indonesia
PP,-10.0,-53.0,108,BRA,Brazil
PP0F,-3.85,-32.43,56,BRA,Fernando de Noronha
PP0R,-3.87,-33.82,56,BRA,Fernando de Noronha
PP0S,0.0,-29.0,253,BRA,St. Peter & St. Paul Rocks
PP0T,-20.5,-29.32,273,BRA,Trindade & Martim Vaz Is.
PP1,-20.32,-40.35,108,BRA,Brazil
PP2,-16.72,-49.3,108,BRA,Brazil
PP3,-30.05,-51.18,108,BRA,Brazil
PP4,-18.58,-46.53,108,BRA,Brazil
PP5,-27.58,-48.52,108,BRA,Brazil
PP6,-10.08,-37.12,108,BRA,Brazil
PP7,-9.62,-35.73,108,BRA,Brazil
PP8,-3.1,-60.0,108,BRA,Brazil
PP9,-15.53,-56.08,108,BRA,Brazil
PQ,-10.0,-53.0,108,BRA,Brazil
PQ0F,-3.85,-32.43,56,BRA,Fernando de Noronha
PQ0R,-3.87,-33.82,56,BRA,Fernando de Noronha
PQ0S,0.0,-29.0,253,BRA,St. Peter & St. Paul Rocks
PQ0T,-20.5,-29.32,273,BRA,Trindade & Martim Vaz Is.
PQ1,-22.88,-43.28,108,BRA,Brazil
PQ2,-7.2,-48.2,108,BRA,Brazil
PQ3,-30.05,-51.18,108,BRA,Brazil
PQ4,-18.58,-46.53,108,BRA,Brazil
PQ5,-25.42,-49.12,108,BRA,Brazil
PQ6,-12.97,-38.48,108,BRA,Brazil
PQ7,-8.07,-34.88,108,BRA,Brazil
PQ8,0.0,-51.17,108,BRA,Brazil
PQ9,-15.53,-56.08,108,BRA,Brazil
PR,-10.0,-53.0,108,BRA,Brazil
PR0F,-3.85,-32.43,56,BRA,Fernando de Noronha
PR0R,-3.87,-33.82,56,BRA,Fernando de Noronha
PR0S,0.0,-29.0,253,BRA,St. Peter & St. Paul Rocks
PR0T,-20.5,-29.32,273,BRA,Trindade & Martim Vaz Is.
PR1,-22.88,-43.28,108,BRA,Brazil
PR2,-23.55,-46.63,108,BRA,Brazil
PR3,-30.05,-51.18,108,BRA,Brazil
PR4,-18.58,-46.53,108,BRA,Brazil
PR5,-25.42,-49.12,108,BRA,Brazil
PR6,-12.97,-38.48,108,BRA,Brazil
PR7,-7.1,-34.88,108,BRA,Brazil
PR8,-2.65,-44.25,108,BRA,Brazil
PR9,-15.53,-56.08,108,BRA,Brazil
PS,-10.0,-53.0,108,BRA,Brazil
PS0F,-3.85,-32.43,56,BRA,Fernando de Noronha
PS0R,-3.87,-33.82,56,BRA,Fernando de Noronha
PS0S,0.0,-29.0,253,BRA,St. Peter & St. Paul Rocks
PS0T,-20.5,-29.32,273,BRA,Trindade & Martim Vaz Is.
PS1,-22.88,-43.28,108,BRA,Brazil
PS2,-23.55,-46.63,108,BRA,Brazil
PS3,-30.05,-51.18,108,BRA,Brazil
PS4,-18.58,-46.53,108,BRA,Brazil
PS5,-25.42,-49.12,108,BRA,Brazil
PS6,-12.97,-38.48,108,BRA,Brazil
PS7,-5.77,-35.25,108,BRA,Brazil
PS8,-5.15,-42.77,108,BRA,Brazil
PS9,-15.53,-56.08,108,BRA,Brazil
PT,-10.0,-53.0,108,BRA,Brazil
PT0F,-3.85,-32.43,56,BRA,Fernando de Noronha
PT0R,-3.87,-33.82,56,BRA,Fernando de Noronha
PT0S,0.0,-29.0,253,BRA,St. Peter & St. Paul Rocks
PT0T,-20.5,-29.32,273,BRA,Trindade & Martim Vaz Is.
PT1,-22.88,-43.28,108,BRA,Brazil
PT2,-15.92,-47.67,108,BRA,Brazil
PT3,-30.05,-51.18,108,BRA,Brazil
PT4,-18.58,-46.53,108,BRA,Brazil
PT5,-25.42,-49.12,108,BRA,Brazil
PT6,-12.97,-38.48,108,BRA,Brazil
PT7,-3.75,-38.58,108,BRA,Brazil
PT8,-9.98,-67.85,108,BRA,Brazil
PT9,-20.4,-54.58,108,BRA,Brazil
PU,-10.0,-53.0,108,BRA,Brazil
PU0F,-3.85,-32.43,56,BRA,Fernando de Noronha
PU0R,-3.87,-33.82,56,BRA,Fernando de Noronha
PU0S,0.0,-29.0,253,BRA,St. Peter & St. Paul Rocks
PU0T,-20.5,-29.32,273,BRA,Trindade & Martim Vaz Is.
PU1,-22.88,-43.28,108,BRA,Brazil
PU2,-23.55,-46.63,108,BRA,Brazil
PU3,-30.05,-51.18,108,BRA,Brazil
PU4,-18.58,-46.53,108,BRA,Brazil
PU5,-25.42,-49.12,108,BRA,Brazil
PU6,-12.97,-38.48,108,BRA,Brazil
PU7,-8.07,-34.88,108,BRA,Brazil
PU8,-1.45,-48.48,108,BRA,Brazil
PU9,-15.53,-56.08,108,BRA,Brazil
PV,-10.0,-53.0,108,BRA,Brazil
PV0F,-3.85,-32.43,56,BRA,Fernando de Noronha
PV0R,-3.87,-33.82,56,BRA,Fernando de Noronha
PV0S,0.0,-29.0,253,BRA,St. Peter & St. Paul Rocks
PV0T,-20.5,-29.32,273,BRA,Trindade & Martim Vaz Is.
PV1,-22.88,-43.28,108,BRA,Brazil
PV2,-23.55,-46.63,108,BRA,Brazil
PV3,-30.05,-51.18,108,BRA,Brazil
PV4,-18.58,-46.53,108,BRA,Brazil
PV5,-25.42,-49.12,108,BRA,Brazil
PV6,-12.97,-38.48,108,BRA,Brazil
PV7,-8.07,-34.88,108,BRA,Brazil
